"Direcciones_c";"Direcciones_prueba";"Ciudad";"localizaciones.lat";"localizaciones.long"
"CR 32 77 SUR 371";"CR 32 77 SUR 371 CONJUNTO RESIDENCIAL AIRES DEL BOSQUE ETAPAS 1 Y 2 PH";"SABANETA";6,1526;-75,6109
"CR 81 32 134";"CR 81 32 134 LC 136 URBANIZACION NUEVA VILLA DE ABURRA";"MEDELLIN";6,234236;-75,60226
"CR 81 52 28";"CR 81 52 28 TORRES DE LA 81 PH";"MEDELLIN";6,265463;-75,59705
"DG 59 32 2";"DG 59 32 2 CONJUNTO RESIDENCIAL SAN FRANCISCO ETAPA III";"BELLO";6,25535;-75,62355
"CL 16 24 C 15";"CL 16 24 C 15 URBANIZACION ALTOS DEL POBLADO";"MEDELLIN";6,215044;-75,55477
"CL 39 55 A 31";"CL 39 55 A 31 ";"ITAGUI";6,17219;-75,61866
"CL 35 A 80 A 42";"CL 35 A 80 A 42 ";"MEDELLIN";6,243514;-75,60143
"CL 54 81 55";"CL 54 81 55 CONJUNTO INMOBILIARIO ACUARELA DEL PARQUE";"MEDELLIN";6,268587;-75,59737
"CL 49 DD 86 35";"CL 49 DD 86 35 PORTAL PH";"MEDELLIN";6,26242;-75,60445
"CL 40 A SUR 24 B 105";"CL 40 A SUR 24 B 105 CONJUNTO RESIDENCIAL PALMERAS ETAPA 3";"ENVIGADO";6,151918;-75,58071
"CR 45 A 34 SUR 57";"CR 45 A 34 SUR 57 MULTIFAMILIAR EL PORTAL DEL CERRO";"ENVIGADO";6,173616;-75,58895
"CL 66 A 44 A 16";"CL 66 A 44 A 16 ";"ITAGUI";6,178127;-75,59631
"CIR 73 A 38 50";"CIR 73 A 38 50 VILLA DE LOGROÑO";"MEDELLIN";6,242686;-75,59548
"CR 81 40 64";"CR 81 40 64 ";"MEDELLIN";6,247679981;-75,60234997
"CL 43 SUR 59 75";"CL 43 SUR 59 75 GUAYACANES DE PRADO";"SAN ANTONIO DE PRADO";6,181576;-75,64045
"CR 71 A 53 A 49";"CR 71 A 53 A 49 CONJUNTO RESIDENCIAL Y JAZZ PH";"MEDELLIN";6,262318;-75,58618
"AV 23 52 50";"AV 23 52 50 PLAZA NAVARRA PH";"BELLO";6,34034;-75,55916
"CL 50 A 50 57";"CL 50 A 50 57 ";"BELLO";6,334744;-75,55894
"CIR 74 A 39 B 165";"CIR 74 A 39 B 165 EDIFICIO LAURELES DEL PARQUE";"MEDELLIN";6,245975;-75,59428
"CL 20 SUR 45 70";"CL 20 SUR 45 70 PRADOS DE ZUÑIGA";"ENVIGADO";6,168767;-75,59328
"CL 47 F 95 26";"CL 47 F 95 26 ED D CASTILLO";"MEDELLIN";6,258003;-75,61172
"CR 49 A 37 A 19";"CR 49 A 37 A 19 TORRE DEL BOSQUE PH";"COPACABANA";6,33933;-75,50448
"DG 66 A AV 40 C 74";"DG 66 A AV 40 C 74 EDIFICIO MIXTO AIRES DE NIQUIA PH";"BELLO";6,3471;-75,54914
"CL 53 55 A 67";"CL 53 55 A 67 RESERVA DEL BOSQUE PH";"ITAGUI";6,176056;-75,60743
"CL 75 69 198";"CL 75 69 198 ";"MEDELLIN";6,274916;-75,57941
"CL 35 A SUR 47 51";"CL 35 A SUR 47 51 FORETTI APARTAMENTOS";"ENVIGADO";6,174173;-75,59131
"CL 50 A 48 42";"CL 50 A 48 42 COMERCIAL GM";"ITAGUI";6,170846;-75,6087
"CL 65 97 AE 20";"CL 65 97 AE 20 LUNA DEL BOSQUE PH";"MEDELLIN";6,24589;-75,57457
"CL 79 A SUR 46 B 23";"CL 79 A SUR 46 B 23 URBANIZACION ARCO IRIS 2 ETAPA PH";"SABANETA";6,147742;-75,62453
"CR 89 38 37";"CR 89 38 37 EDIFICIO SANTA MONICA PLAZA";"MEDELLIN";6,24922;-75,61008
"CR 27 B 27 SUR 53";"CR 27 B 27 SUR 53 ARCE PH";"ENVIGADO";6,172821;-75,5704
"CL 29 A 50 85";"CL 29 A 50 85 CONJUNTO RESIDENCIAL";"BELLO";6,31809;-75,55858
"CL 27 B 31 18";"CL 27 B 31 18 BALUARTE DE SAN DIEGO PH";"MEDELLIN";6,225639;-75,56762
"CL 47 B SUR 69 94";"CL 47 B SUR 69 94 RESERVA DEL PRADO ETAPA III";"MEDELLIN";6,25979;-75,56215
"CR 92 A 47 A 35";"CR 92 A 47 A 35 ";"MEDELLIN";6,25678;-75,60906
"CL 27 63 B 41";"CL 27 63 B 41 ";"ITAGUI";6,168013;-75,64035
"CL 56 A 39 60";"CL 56 A 39 60 ";"MEDELLIN";6,24987;-75,55755
"CR 87 37 13";"CR 87 37 13 ";"MEDELLIN";6,246832;-75,60991
"CR 37 58 36";"CR 37 58 36 CHIE APARTAMENTOS";"MEDELLIN";6,25007;-75,55519
"TV 39 71 90";"TV 39 71 90 EDIFICIO LA ESTANCIA";"MEDELLIN";6,24098;-75,59299
"CL 53 B 78 54";"CL 53 B 78 54 CONJUNTO RESIDENCIAL LOS COLORES ETAPA II";"MEDELLIN";6,26757;-75,59381
"CR 80 C 34 A 51";"CR 80 C 34 A 51 ";"MEDELLIN";6,24162;-75,60243
"CL 2 B 81 A 513";"CL 2 B 81 A 513 CONJUNTO RESIDENCIAL CAMINO DEL PARQUE";"MEDELLIN";6,24589;-75,57457
"CR 27 AA 36 SUR 160";"CR 27 AA 36 SUR 160 CONJUNTO RESIDENCIAL NATIVO ARENA PH";"ENVIGADO";6,15847;-75,57405
"CL 64 BA 104 25";"CL 64 BA 104 25 CONJUNTO RESIDENCIAL VILLA SURAMERICANA 1A5 PH";"MEDELLIN";6,25515;-75,58408
"CL 107 SUR 50 187";"CL 107 SUR 50 187 FRONTERA DEL SUR ETAPA 2 PH";"LA ESTRELLA";6,111313;-75,6382
"CL 1 SUR 75 DA 191";"CL 1 SUR 75 DA 191 URBANIZACION PLAZUELAS DEL RODEO";"MEDELLIN";6,210271;-75,59635
"CR 54 A 75 SUR 13";"CR 54 A 75 SUR 13 CONJUNTO DE USO MIXTO PORTAL LA ESTRELLA";"LA ESTRELLA";6,163051;-75,63566
"CL 65 C 91 130";"CL 65 C 91 130 ";"MEDELLIN";6,282388;-75,6009
"CL 75 A SUR 52 F 90";"CL 75 A SUR 52 F 90 BOSQUE GRANDE PH";"ITAGUI";6,164154;-75,63277
"CL 42 80 B 49";"CL 42 80 B 49 EDIFICIO ALAGON";"MEDELLIN";6,24888;-75,60151
"CL 42 A 63 C 121";"CL 42 A 63 C 121 PLAZA CONQUISTADORES PH";"MEDELLIN";6,2454;-75,58254
"CL 27 D SUR 28 50";"CL 27 D SUR 28 50 ARRECIFES DE LA ABADIA PH";"ENVIGADO";6,174571;-75,57555
"CR 81 A 35 48";"CR 81 A 35 48 ";"MEDELLIN";6,2439;-75,60332
"CL 77 SUR 46 180";"CL 77 SUR 46 180 VALPARAISO PH";"SABANETA";6,148727;-75,62161
"CL 37 96 80";"CL 37 96 80 ";"MEDELLIN";6,25045;-75,61641
"DG 32 33 SUR 34";"DG 32 33 SUR 34 ";"ENVIGADO";6,176151;-75,58272
"CR 48 4 SUR 200";"CR 48 4 SUR 200 CONJUNTO RESIDENCIAL ALDEA DE RIO BAMBA AP";"MEDELLIN";6,34235;-75,70153
"DG 74 B 32 B 49";"DG 74 B 32 B 49 ";"MEDELLIN";6,23557;-75,59377
"CR 39 E 48 F SUR 85";"CR 39 E 48 F SUR 85 MANZANARES DE LA CUENCA PH";"ENVIGADO";6,154632;-75,59809
"CL 30 A 83 25";"CL 30 A 83 25 EDIFICIO ALPES PLAZA PH";"MEDELLIN";6,231748;-75,60612
"CL 67 48 7";"CL 67 48 7 ";"ITAGUI";6,180243;-75,59858
"DG 75 DD TV 4 95";"DG 75 DD TV 4 95 NUCLEO 4";"MEDELLIN";6,24589;-75,57457
"CR 45 A 79 SUR 134";"CR 45 A 79 SUR 134 KAMELOT APARTAMENTOS";"SABANETA";6,146039;-75,62277
"CL 40 SUR 24 C 31";"CL 40 SUR 24 C 31 ";"ENVIGADO";6,145625;-75,57612
"CR 24 D 40 SUR 76";"CR 24 D 40 SUR 76 ";"ENVIGADO";6,142139;-75,58168
"CL 75 SUR 53 120";"CL 75 SUR 53 120 UNIDAD RESIDENCIAL AGUAS DEL BOSQUE";"ITAGUI";6,164831;-75,63549
"CL 74 SUR 45 27";"CL 74 SUR 45 27 CENTRAL PARK P H";"SABANETA";6,150075;-75,61772
"CR 4 29 SUR 491";"CR 4 29 SUR 491 UNIDAD RESIDENCIAL SAN SEBASTIAN";"ENVIGADO";6,17035;-75,57939
"CL 76 41 A 52";"CL 76 41 A 52 ";"MEDELLIN";6,247967;-75,59634
"CR 81 B 48 A 36";"CR 81 B 48 A 36 EDIFICIO BILBAO";"MEDELLIN";6,26016;-75,59984
"CR 62 A 74 SUR 164";"CR 62 A 74 SUR 164 CONJUNTO RESIDENCIAL TUKANA PH";"LA ESTRELLA";6,16321;-75,64397
"AV 33 51 101";"AV 33 51 101 CONJUNTO DE USO MIXTO NORDICA PH";"BELLO";6,34034;-75,55916
"CL 12 39 172";"CL 12 39 172 GAUDI LOFT PH";"MEDELLIN";6,213053;-75,56829
"CR 98 38 23";"CR 98 38 23 ";"MEDELLIN";6,253271;-75,61679
"CL 107 SUR 50 187";"CL 107 SUR 50 187 FRONTERA DEL SUR ETAPA 2";"CALDAS";6,111253;-75,63777
"CR 84 F 3 C 39";"CR 84 F 3 C 39 CONJUNTO RESIDENCIAL AL PARQUE";"MEDELLIN";6,19118;-75,60005
"CL 36 81 A 48";"CL 36 81 A 48 EDIFICIO MARIOT PH";"MEDELLIN";6,24443;-75,60373
"CR 82 B 49 BB 99";"CR 82 B 49 BB 99 ";"MEDELLIN";6,26279;-75,60168
"CR 31 19 445";"CR 31 19 445 TIERRA GRATA BOSQUE SANTO ETAPA 1";"MEDELLIN";6,24589;-75,57457
"CL 75 AA SUR 62 A 66";"CL 75 AA SUR 62 A 66 ";"LA ESTRELLA";6,162457;-75,64467
"CR 43 A 23 SUR 79";"CR 43 A 23 SUR 79 TORRE GUAYACAN PH";"ENVIGADO";6,181905;-75,58064
"CR 85 53 B 80";"CR 85 53 B 80 CALASANIA 1 PH";"MEDELLIN";6,269451;-75,60001
"CR 39 E 48 F SUR 85";"CR 39 E 48 F SUR 85 CONJUNTO RESIDENCIAL MANZANARES DE LA CUENCA PH";"ENVIGADO";6,154632;-75,59809
"DG 43 AV 34 E 20";"DG 43 AV 34 E 20 UNIDAD RESIDENCIAL CURAZAO TORRE 1 ETAPA 1 PH";"BELLO";6,330062;-75,53935
"CR 80 A 36 31";"CR 80 A 36 31 EDIFICIO ROSITA";"MEDELLIN";6,24454;-75,60092
"CR 35 1 A SUR 4";"CR 35 1 A SUR 4 OBRA DIECINUEVE";"MEDELLIN";6,24589;-75,57457
"CL 55 A SUR 38 130";"CL 55 A SUR 38 130 VILLA ROMERA CAMPESTRE PH";"SABANETA";6,158134;-75,60604
"CL 49 77 C 65";"CL 49 77 C 65 NUEVO DIA PH";"MEDELLIN";6,26029;-75,59543
"CR 71 A 53 A 49";"CR 71 A 53 A 49 CONJUNTO RESIDENCIAL Y COMERCIAL JAZZ";"MEDELLIN";6,262318;-75,58618
"CR 48 7 186";"CR 48 7 186 EDIFICIO POBLADO BONITO TORRE I PH";"MEDELLIN";6,21092;-75,57634
"CL 75 AA SUR 53 208";"CL 75 AA SUR 53 208 EDIFICIO CACTUS TORRE DOS";"ITAGUI";6,17288;-75,61148
"CL 19 43 G 80";"CL 19 43 G 80 CONJUNTO DE USO MIXTO PLAZA DEL RIO PH";"MEDELLIN";6,24589;-75,57457
"CR 43 B 68 A SUR 12";"CR 43 B 68 A SUR 12 EDIFICIO LAR PH";"SABANETA";6,151134;-75,6143
"AV 33 DG 51 101";"AV 33 DG 51 101 CONJUNTO DE USO MIXTO NORDICA PH";"BELLO";6,340262;-75,54094
"CL 75 72 B 55";"CL 75 72 B 55 CONJUNTO RESIDENCIAL PLAZA DE LA PILARICA PH";"MEDELLIN";6,27497;-75,58355
"CL 75 72 B 110";"CL 75 72 B 110 URBANIZACION ALMEDRA";"MEDELLIN";6,2753;-75,5839
"CL 27 B 61 75";"CL 27 B 61 75 CONJUNTO INMOBILIARIO BOSQUE ALTO";"BELLO";6,31714;-75,68094
"CR 57 38 220";"CR 57 38 220 CONJUNTO RESIDENCIAL PUERTO VENTURA PH";"BELLO";6,20542;-75,56718
"DG 40 42 48";"DG 40 42 48 GIRASOLES V";"ITAGUI";6,169182;-75,61424
"CR 87 A 32 C 25";"CR 87 A 32 C 25 CONJUNTO RESIDENCIAL CASTEL DEL MONTE";"MEDELLIN";6,234939;-75,60987
"CR 78 45 FF 12";"CR 78 45 FF 12 FARO DE VELODROMO PH";"MEDELLIN";6,25473;-75,59634
"CL 74 A 73 20";"CL 74 A 73 20 PARQUE DE LA PILARICA PH";"MEDELLIN";6,274074;-75,5852
"CL 77 SUR 46 180";"CL 77 SUR 46 180 CONJUNTO RESIDENCIAL ALTOS DE VALPARAISO";"SABANETA";6,148727;-75,62161
"CR 79 A 39 77";"CR 79 A 39 77 EDIFICIO URBANAL AVENIDA NUTIBARA PH";"MEDELLIN";6,271576;-75,54868
"TV 38 AA 57 110";"TV 38 AA 57 110 CONJUNTO RESIDENCIAL PUERTO PARAISO PH";"BELLO";6,34253;-75,56852
"CL 63 A 65 D 26";"CL 63 A 65 D 26 ";"BELLO";6,346792;-75,5665
"CL 13 75 103";"CL 13 75 103 UNIDAD RESIDENCIAL RAFAEL URIBE URIBE EDUCADORES";"MEDELLIN";6,24589;-75,57457
"CL 36 SUR 25 144";"CL 36 SUR 25 144 CONJUNTO RESIDENCIAL JARDINES DE LA COLINA";"ENVIGADO";6,17834;-75,58713
"CL 51 84 153";"CL 51 84 153 CONJUNTO RESIDENCIAL ALTOS DE CALASANZ 5";"MEDELLIN";6,267446203;-75,60209635
"CL 34 E 89 43";"CL 34 E 89 43 ";"MEDELLIN";6,24504;-75,61569
"CL 41 80 B 43";"CL 41 80 B 43 ";"MEDELLIN";6,248098;-75,60182
"CR 49 64 A 52";"CR 49 64 A 52 EDIFICIO MYM IX";"ITAGUI";6,179478;-75,59967
"CR 73 C 74 35";"CR 73 C 74 35 MIRADOR DE LA PILARICA IV";"MEDELLIN";6,275143;-75,58546
"CL 32 52 25";"CL 32 52 25 ";"BELLO";6,320071;-75,55897
"CL 63 A 55 54";"CL 63 A 55 54 ";"ITAGUI";6,180567;-75,60388
"CL 48 C 77 134";"CL 48 C 77 134 EDIFICIO PALMAR DEL ESTADIO PH";"MEDELLIN";6,25984;-75,59405
"AV 37 78 47";"AV 37 78 47 TORRE LAUREL";"MEDELLIN";6,24589;-75,57457
"AV 32 DG 49 A 135";"AV 32 DG 49 A 135 CEIBA DEL NORTE PH";"BELLO";6,338673;-75,539
"CL 25 A 58 BB 60";"CL 25 A 58 BB 60 ";"BELLO";6,314933;-75,56498
"CR 50 A 40 46";"CR 50 A 40 46 EDIFICIO EL PACIFICO";"ITAGUI";6,169491;-75,61693
"CR 33 1 48";"CR 33 1 48 CONJUNTO RESIDENCIAL EL JARDIN DE SAUZALITO";"MEDELLIN";6,24589;-75,57457
"CL 33 AA 83 C 5";"CL 33 AA 83 C 5 MIRADOR DE LA CASTELLANA PH";"MEDELLIN";6,24012;-75,60764
"CL 51 A 72 39";"CL 51 A 72 39 EDIFICIO ESCORIAL 82";"MEDELLIN";6,2606;-75,5884
"CR 76 60 09";"CR 76 60 09 URBANIZACION CORALINA";"MEDELLIN";6,24589;-75,57457
"TV 38 AA 59 A 231";"TV 38 AA 59 A 231 PUERTO ALEGRE PH";"BELLO";6,34034;-75,55916
"CR 76 60 09";"CR 76 60 09 CONJUNTO DE USO MIXTO CORALINA PH";"MEDELLIN";6,24589;-75,57457
"CR 85 64 21";"CR 85 64 21 MIRADOR DE ROBLEDO";"MEDELLIN";6,27489;-75,59647
"CR 65 52 120";"CR 65 52 120 CANTARES DE RIACHUELOS PH";"BELLO";6,335894;-75,57123
"CL 55 64 64";"CL 55 64 64 CARLOS E RESTREPO PH";"MEDELLIN";6,25797;-75,57793
"CL 35 A SUR 47 45";"CL 35 A SUR 47 45 FORETTI APARTAMENTOS";"ENVIGADO";6,174151;-75,59128
"CL 31 A 42 A 70";"CL 31 A 42 A 70 NUCLEO DE VIVIENDA N 12 DE CIUDAD SAN DIEGO";"MEDELLIN";6,23349;-75,56734
"CL 14 SUR 43 A 100";"CL 14 SUR 43 A 100 CONJUNTO RESIDENCIAL TURKEZA Y TK BUSINES PH";"MEDELLIN";6,19231;-75,57753
"CL 64 76 A 29";"CL 64 76 A 29 CONJUNTO DE USO MIXTO ONIX";"MEDELLIN";6,275376;-75,57186
"CL 18 A SUR 25 C 25";"CL 18 A SUR 25 C 25 URBANIZACION Q FEEL";"MEDELLIN";6,1823;-75,56492
"CR 42 B 23 A SUR 60";"CR 42 B 23 A SUR 60 EDIFICIO MOKA";"ENVIGADO";6,181281;-75,57968
"DG 44 AV 33 B 104";"DG 44 AV 33 B 104 CONJUNTO RESIDENCIAL Y COMERCIAL ALCALA PARQUE RESIDEN";"BELLO";6,33185;-75,53881
"CL 47 81 58";"CL 47 81 58 EDIFICIO NIRVANA PH";"MEDELLIN";6,25728;-75,59959
"CR 59 27 B 540";"CR 59 27 B 540 CONJUNTO RESIDENCIAL ENSENADA PH";"BELLO";6,20542;-75,56718
"CL 5 47 67";"CL 5 47 67 CONJUNTO RESIDENCIAL EL FUTURO";"MEDELLIN";6,2073;-75,57629
"CL 49 E 83 A 196";"CL 49 E 83 A 196 CONJUNTO RESIDENCIAL SOL NACIENTE PH";"MEDELLIN";6,264030014;-75,60283
"CL 43 SUR 59 75";"CL 43 SUR 59 75 CONJUNTO RESIDENCIAL GUAYACANES DE PRADO PH";"MEDELLIN";6,25979;-75,56215
"CL 65 C 91 27";"CL 65 C 91 27 ";"MEDELLIN";6,282634;-75,60126
"CL 77 SUR 47 C 65";"CL 77 SUR 47 C 65 CONJUNTO MIXTO URBANIZACIÓN RIO MISTICO PH";"SABANETA";6,15154;-75,62399
"CL 75 72 B 60";"CL 75 72 B 60 GUAYACANES PH";"MEDELLIN";6,27518;-75,58361
"CL 15 SUR 46 10";"CL 15 SUR 46 10 CONJUNTO RESIDENCIAL TORRES DE SANTA MARIA PH";"MEDELLIN";6,19239;-75,57938
"CR 59 27 B 510";"CR 59 27 B 510 CONJUNTO RESIDENCIAL CAMINO DEL VIENTO";"BELLO";6,20542;-75,56718
"CR 26 16 C SUR 31";"CR 26 16 C SUR 31 EDIFICIO SIERRALTA PH";"MEDELLIN";6,18368;-75,56493
"CL 75 SUR 34 280";"CL 75 SUR 34 280 TORRE LUCIA PH";"SABANETA";6,14429;-75,61511
"CR 76 60 09";"CR 76 60 09 CONJUNTO DE USO MIXTO CORALINA";"MEDELLIN";6,24589;-75,57457
"CL 37 77 30";"CL 37 77 30 EDIFICIO SAMBAJ PH";"MEDELLIN";6,24467;-75,59918
"CL 63 SUR 43 B 36";"CL 63 SUR 43 B 36 EDIFICIO SAN ISIDRO";"SABANETA";6,153729;-75,61073
"CR 56 C 83 DD SUR 52";"CR 56 C 83 DD SUR 52 CONJUNTO NATURAL AQUAVENTO P. H. ETAPA 1";"LA ESTRELLA";6,15199;-75,6401
"CR 58 A 13 SUR 30";"CR 58 A 13 SUR 30 EDIFICIO KIWI P H";"ITAGUI";6,196248;-75,62212
"DG 54 AV 44 15";"DG 54 AV 44 15 EDIFICIO VINILO PH";"BELLO";6,338647;-75,55218
"CR 41 57 SUR 60";"CR 41 57 SUR 60 LAUREL PH";"SABANETA";6,155158;-75,60563
"CR 39 E 48 C SUR 103";"CR 39 E 48 C SUR 103 CONJUNTO RESIDENCIAL MAGDALENA DE LA CUENCA P";"ENVIGADO";6,154587;-75,598
"CR 49 A 47 A 48";"CR 49 A 47 A 48 EDIFICIO TERRALUNA PH";"COPACABANA";6,344356;-75,50651
"CR 46 B 75 SUR 14";"CR 46 B 75 SUR 14 EDIFICIO SEVILLA";"SABANETA";6,150608;-75,61952
"CL 34 86 A 67";"CL 34 86 A 67 TORRE 5 CONJUNTO RESIDENCIAL MULTIFAMILIAR GUADARRAMA 2";"MEDELLIN";6,24589;-75,57457
"CR 67 B TV 51 A 72";"CR 67 B TV 51 A 72 CONJUNTO RESIDENCIAL VILLA DEL RIO PH";"MEDELLIN";6,20906;-75,55296
"CL 29 SUR 46 A 51";"CL 29 SUR 46 A 51 CONJUNTO RESIDENCIAL SAUCES DE LA CONCHA";"ENVIGADO";6,180399;-75,58683
"CR 86 46 18";"CR 86 46 18 BALCONES DE FATIMA";"MEDELLIN";6,25623;-75,60205
"CL 37 78 53";"CL 37 78 53 EDIFICIO RESIDENCIAL LAUREL PH";"MEDELLIN";6,242795;-75,59942
"CL 24 SUR 39 73";"CL 24 SUR 39 73 ";"ENVIGADO";6,178559;-75,57442
"CL 55 A SUR 38 9";"CL 55 A SUR 38 9 VILLA ROMERA PH";"SABANETA";6,158134;-75,60604
"CR 86 48 133";"CR 86 48 133 GUADUAL APARTAMENTOS PH";"MEDELLIN";6,259844;-75,60371
"CL 74 DG 73 47";"CL 74 DG 73 47 MIRADOR DE LA PILARICA 1 PH";"MEDELLIN";6,27557;-75,58447
"CR 79 53 16";"CR 79 53 16 XUE APARTAESTUDIOS PH";"MEDELLIN";6,266776;-75,59469
"CR 99 65 265";"CR 99 65 265 CONJUNTO RESIDENCIAL LUNA DEL CAMPO PH";"MEDELLIN";6,1766;-75,58747
"AV 37 DG 55 26";"AV 37 DG 55 26 UNIDAD RESIDENCIAL LAURELES DE TERRANOVA";"BELLO";6,34034;-75,55916
"CR 43 A 64 SUR 65";"CR 43 A 64 SUR 65 BULEVAR DEL ALCAZAR";"SABANETA";6,152465;-75,61122
"CR 82 A 37 D 39";"CR 82 A 37 D 39 VILLA MARIA";"MEDELLIN";6,2465;-75,60403
"CR 80 34 55";"CR 80 34 55 EDIFICIO PONTEVEDRA";"MEDELLIN";6,24131;-75,60029
"CR 27 AA 36 SUR 160";"CR 27 AA 36 SUR 160 NATIVO ARENA";"ENVIGADO";6,15847;-75,57405
"CR 43 36 D 25";"CR 43 36 D 25 TIERRA LINDA CAMPESTRE";"BELLO";6,3229;-75,54757
"CR 80 C 5 32";"CR 80 C 5 32 TORRE CAMPESTRE PH";"MEDELLIN";6,21759;-75,60272
"CL 47 B SUR 69 94";"CL 47 B SUR 69 94 URBANIZACION RESERVAS DEL PRADO ETAPA III";"SAN ANTONIO DE PRADO";6,1795;-75,64858
"CL 65 87 49";"CL 65 87 49 CONJUNTO RESIDENCIAL ALTOS DEL JORDAN";"MEDELLIN";6,27659;-75,59743
"CR 53 B 13 A SUR 65";"CR 53 B 13 A SUR 65 URBANIZACION ENTRE COLINAS ETAPA II";"ITAGUI";6,195616;-75,59398
"CL 36 52 04";"CL 36 52 04 EDIFICIO EMPORIUM PLAZA PH";"BELLO";6,322979;-75,55911
"CL 32 E 80 A 42";"CL 32 E 80 A 42 EDIFICIO PORTALES PH";"MEDELLIN";6,23717;-75,60084
"CR 82 C 30 A 105";"CR 82 C 30 A 105 CONJUNTO RESIDENCIAL PLAZA VICUÑA";"MEDELLIN";6,232179998;-75,60543996
"CR 37 A 29 72";"CR 37 A 29 72 SIERRA BRAVA";"MEDELLIN";6,23563;-75,52607
"CR 32 B 63 B SUR 33";"CR 32 B 63 B SUR 33 EDIFICIO VISTA DEL VALLE T 1 E 1 PH";"SABANETA";6,1526;-75,6109
"CR 27 A 37 SUR 07";"CR 27 A 37 SUR 07 URBANIZACION ALTOS DEL ESCOBERO PH";"ENVIGADO";6,161415;-75,57386
"CR 53 75 AA SUR 90";"CR 53 75 AA SUR 90 EDIFICIO SANTA CATALINA";"ITAGUI";6,16378;-75,62994
"CR 91 35 A 100";"CR 91 35 A 100 ";"MEDELLIN";6,24741;-75,61384
"CL 23 SUR 28 80";"CL 23 SUR 28 80 URBANIZACION CHABLISS P.H";"ENVIGADO";6,178432;-75,57093
"CR 58 14 SUR 40";"CR 58 14 SUR 40 LUNA PH";"ITAGUI";6,189288;-75,60313
"CL 75 SUR 54 A 150";"CL 75 SUR 54 A 150 CONJUNTO INMOBILIARIO FIORI VITA MALL PH";"ITAGUI";6,164263;-75,63633
"CL 25 50 B 10 C";"CL 25 50 B 10 C CEDROS DE BADAJOZ";"ITAGUI";6,160284;-75,6242
"CL 14 75 13";"CL 14 75 13 BOSQUES DE SAN BERNARDO PH";"MEDELLIN";6,22624;-75,59555
"CL 23 A 59 A 23";"CL 23 A 59 A 23 ";"BELLO";6,312895;-75,56943
"CR 54 A 75 SUR 13";"CR 54 A 75 SUR 13 CONJUNTO DE USO MIXTO PORTAL DE LA ESTRELLA PH";"ITAGUI";6,163051;-75,63566
"CR 77 60 70";"CR 77 60 70 CONJUNTO DE USO MIXTO CITRINO PROPIEDAD HORIZONTAL";"MEDELLIN";6,24589;-75,57457
"CR 27 G 35 SUR 150";"CR 27 G 35 SUR 150 CONJUNTO RESIDENCIAL GUALI PH";"ENVIGADO";6,170610036;-75,57654494
"CR 31 19 445";"CR 31 19 445 TIERRA GRATA BOSQUE SANTO ETAPA 2";"MEDELLIN";6,24589;-75,57457
"AV 42 B DG 51 51";"AV 42 B DG 51 51 LOS ARBOLES PH";"BELLO";6,337391;-75,54975
"CL 2 B 81 A 513";"CL 2 B 81 A 513 CONJUNTO RESIDENCIAL CAMINO DEL PARQUE PH";"MEDELLIN";6,21091578;-75,60544251
"CL 16 24 C 15";"CL 16 24 C 15 URBANIZACION ALTOS DEL POBLADO PH";"MEDELLIN";6,215044;-75,55477
"CR 53 84 A 56";"CR 53 84 A 56 URBANIZACION VIVIENDAS DEL SUR NUCLEOS 3, 4, 5, 10, 11";"ITAGUI";6,19279;-75,59486
"CL 49 DD 83 A 68";"CL 49 DD 83 A 68 UNIDAD RESIDENCIAL PORTAL DE CALASANZ";"MEDELLIN";6,26258;-75,60275
"CL 48 D 95 89";"CL 48 D 95 89 ";"MEDELLIN";6,260525;-75,61105
"DG 74 B 32 156";"DG 74 B 32 156 ";"MEDELLIN";6,23498;-75,59398
"CR 63 C 27 47";"CR 63 C 27 47 ";"ITAGUI";6,168325;-75,63997
"CR 75 19 35";"CR 75 19 35 ";"MEDELLIN";6,22391;-75,5966
"CL 40 80 A 33";"CL 40 80 A 33 ";"MEDELLIN";6,247989;-75,60016
"CL 54 81 55";"CL 54 81 55 ACUARELA DEL PARQUE";"MEDELLIN";6,268587;-75,59737
"CR 77 60 45";"CR 77 60 45 CONJUNTO DE USO MIXTO CUARZO PROPIEDAD HORIZONTAL";"MEDELLIN";6,24589;-75,57457
"CL 49 DD 86 9";"CL 49 DD 86 9 TORRE CORINTO";"MEDELLIN";6,26244;-75,60422
"CL 65 80 A 109";"CL 65 80 A 109 ";"MEDELLIN";6,274463;-75,59474
"CR 88 34 5";"CR 88 34 5 TORRES DE MONTELIMAR PH";"MEDELLIN";6,242537;-75,61319
"CR 59 27 B 510";"CR 59 27 B 510 CONJUNTO RESIDENCIAL CAMINO DEL VIENTO PH";"BELLO";6,34034;-75,55916
"CL 52 71 A 10";"CL 52 71 A 10 PLAZA ESCORIAL TORRES 4 Y 5";"MEDELLIN";6,26093;-75,58701
"CL 52 B 64 95";"CL 52 B 64 95 LC 109 CANTARES DE RIACHUELOS PH";"BELLO";6,336357269;-75,57058809
"CR 27 37 B SUR 21";"CR 27 37 B SUR 21 PUNTA DEL PARQUE PH";"ENVIGADO";6,159696954;-75,57509564
"CL 34 64 41";"CL 34 64 41 EDIFICIO COLLINS PH";"MEDELLIN";6,240072;-75,58112
